Datetime,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2018-12-04,,2018-12-04,26.2,57.9,6.25,25.04,26.56,32.85,0.52,4.2,59.07,0.42,5.96,,100.0,
2018-12-04,,2018-12-04,22.09,54.98,10.22,28.51,23.41,11.4,0.5,10.36,17.47,3.85,8.7,2.18,59.0,
2018-12-04,,2018-12-04,21.7,43.04,3.49,39.49,42.54,3.77,0.73,,43.72,5.33,1.76,,60.0,
2018-12-04,,2018-12-04,28.11,65.25,,237.27,,25.24,0.82,4.64,,,,,72.0,
2018-12-04,,2018-12-04,20.24,80.31,37.97,18.24,36.87,,2.32,,12.83,,,,141.0,
2018-12-04,,2018-12-04,86.29,,16.35,60.84,41.88,,16.35,82.34,31.03,6.17,25.77,3.63,414.0,
2018-12-04,,2018-12-04,46.21,109.03,20.89,40.94,49.98,33.55,1.3,10.07,48.2,4.98,6.09,0.0,135.0,
2018-12-04,,2018-12-04,,84.74,7.79,8.19,,6.67,0.39,86.71,38.2,,,,,
2018-12-04,,2018-12-04,18.61,32.92,3.44,9.08,7.27,3.98,0.86,6.4,33.77,,,,62.0,
2018-12-05,,2018-12-05,118.6,206.81,,8.26,,5.13,0.68,5.73,,,,,273.0,
2018-12-05,,2018-12-05,9.12,21.4,2.89,9.79,7.48,3.11,0.88,6.54,27.47,,,,54.0,
2018-12-05,,2018-12-05,144.33,353.5,45.32,74.13,88.45,65.63,3.2,17.75,67.9,4.15,5.23,0.0,330.0,
2018-12-05,,2018-12-05,20.7,,13.16,25.94,21.65,27.99,1.18,6.1,17.65,,,,74.0,
2018-12-05,,2018-12-05,,,,,,,,,,,,,,
2018-12-05,,2018-12-05,42.77,120.6,14.27,13.67,18.39,25.25,1.72,26.0,29.31,0.0,0.0,,111.0,
2018-12-05,,2018-12-05,173.13,376.01,17.19,23.65,32.9,,0.46,,36.24,1.95,,,322.0,
2018-12-05,,2018-12-05,81.14,64.46,8.78,34.7,25.57,10.15,0.46,8.49,34.93,4.8,9.81,2.39,119.0,
2018-12-05,,2018-12-05,31.18,91.26,15.99,20.17,36.18,,1.23,25.71,33.41,0.24,,,86.0,
2018-12-05,,2018-12-05,123.16,,7.61,48.53,29.03,36.26,0.5,13.17,42.32,0.0,0.0,,336.0,
2018-12-05,,2018-12-05,,,2.48,31.14,33.61,13.52,0.0,,,2.83,4.04,,,
2018-12-05,,2018-12-05,44.79,,7.28,32.12,21.1,,7.28,74.84,37.9,6.22,30.82,0.65,222.0,
2018-12-05,,2018-12-05,33.05,81.54,2.75,31.04,18.58,12.1,0.64,5.79,50.32,0.61,3.26,0.95,96.0,
2018-12-05,,2018-12-05,59.92,,5.52,17.54,8.05,,1.16,44.45,85.57,6.4,63.28,25.09,156.0,
2018-12-05,,2018-12-05,27.01,,3.38,24.22,13.98,,0.88,4.33,39.45,0.76,1.22,,62.0,
2018-12-05,,2018-12-05,55.45,155.01,11.51,36.61,35.19,12.97,0.94,9.43,55.5,1.19,8.7,,157.0,
2018-12-05,,2018-12-05,49.68,112.47,3.61,17.05,20.66,9.41,3.12,13.03,32.84,0.0,,,118.0,
2018-12-05,,2018-12-05,21.4,54.19,4.04,8.19,7.82,9.19,0.57,9.63,56.23,0.32,0.3,,,
2018-12-06,,2018-12-06,13.4,53.74,3.01,9.16,7.3,2.12,0.86,5.95,24.44,,,,53.0,
2018-12-06,,2018-12-06,35.48,100.2,21.41,52.86,42.93,10.19,0.93,15.22,10.92,5.37,14.21,3.89,83.0,
2018-12-06,,2018-12-06,63.27,260.67,47.78,91.53,126.16,31.31,,7.91,38.92,0.9,3.04,8.83,,
2018-12-06,,2018-12-06,,,,,45.39,10.98,0.16,,,1.8,0.0,,,
2018-12-06,,2018-12-06,,,,,,,,,,,,,,
2018-12-06,,2018-12-06,32.83,,2.81,9.42,12.23,8.92,2.47,12.19,18.76,1.36,,,107.0,
2018-12-06,,2018-12-06,43.9,,9.65,23.69,18.09,30.86,0.8,6.19,25.17,0.0,5.72,,88.0,
2018-12-06,,2018-12-06,141.28,497.9,11.06,31.72,34.01,40.05,0.87,8.73,37.85,2.26,6.1,0.0,285.0,
2018-12-06,,2018-12-06,29.92,88.06,6.62,23.7,17.8,16.42,0.66,10.11,17.16,0.9,6.5,1.45,70.0,
2018-12-06,,2018-12-06,77.84,,35.49,31.88,42.03,,35.49,44.19,21.0,7.51,65.42,1.39,491.0,
2018-12-06,,2018-12-06,71.02,,9.31,25.79,26.12,40.94,0.58,10.03,22.67,0.49,0.55,,125.0,
2018-12-06,,2018-12-06,73.33,248.63,8.37,22.09,24.34,28.49,0.7,10.04,39.2,0.49,2.56,,169.0,
2018-12-06,,2018-12-06,18.02,,,,21.61,,1.05,26.76,45.42,0.37,,,56.0,
2018-12-06,,2018-12-06,252.23,,9.86,25.31,24.1,,0.08,1.26,22.91,0.23,,,283.0,
2018-12-06,,2018-12-06,23.43,57.11,5.5,13.82,11.83,10.29,0.79,6.68,46.96,,,,69.0,
2018-12-06,,2018-12-06,23.78,48.19,9.05,13.32,15.48,,0.99,3.37,13.91,1.11,2.42,,50.0,
2018-12-06,,2018-12-06,70.93,,6.68,30.59,12.13,,1.13,39.02,82.38,5.79,53.31,29.14,172.0,
2018-12-07,,2018-12-07,70.54,,8.59,23.22,22.53,,0.46,4.87,28.76,2.06,,,115.0,
2018-12-07,,2018-12-07,25.83,70.56,19.44,43.68,38.33,16.21,0.85,30.88,9.06,5.31,11.93,5.21,84.0,
2018-12-07,,2018-12-07,15.95,25.24,7.52,7.16,10.56,16.27,0.64,8.77,37.76,0.28,0.12,0.1,79.0,
2018-12-07,,2018-12-07,,98.9,7.33,7.15,,6.73,0.29,25.75,16.8,,,,102.0,
2018-12-07,,2018-12-07,30.48,44.06,4.76,9.6,14.36,4.88,2.28,12.93,7.72,1.15,,,105.0,
2018-12-07,,2018-12-07,66.31,82.09,10.16,17.37,27.5,14.28,0.73,9.51,32.42,1.18,6.78,,142.0,
2018-12-07,,2018-12-07,17.92,64.18,27.63,3.43,23.18,20.19,2.44,48.48,19.79,0.0,0.0,,108.0,
2018-12-07,,2018-12-07,17.82,51.19,15.33,14.74,20.39,21.33,0.75,8.6,15.79,0.44,3.11,,56.0,
2018-12-07,,2018-12-07,15.31,69.04,10.59,16.32,26.92,,1.16,12.03,24.34,0.5,,,68.0,
2018-12-07,,2018-12-07,44.79,,7.26,19.71,14.22,51.13,0.8,6.04,11.27,0.0,1.94,,77.0,
2018-12-07,,2018-12-07,18.38,36.92,4.68,27.7,32.37,11.69,0.4,1.28,16.2,2.36,2.53,,42.0,
2018-12-07,,2018-12-07,11.93,16.09,4.73,22.14,15.24,19.37,0.25,4.96,20.46,0.36,4.2,0.6,49.0,
2018-12-07,,2018-12-07,44.65,,23.78,82.57,35.81,,1.04,58.06,64.11,3.14,35.21,17.21,101.0,
2018-12-07,,2018-12-07,127.37,,25.58,40.59,38.89,,25.58,34.39,2.77,9.63,41.09,2.52,428.0,
2018-12-07,,2018-12-07,26.27,,11.61,25.94,22.96,23.15,0.88,8.67,44.56,0.0,0.08,,89.0,
2018-12-07,,2018-12-07,36.03,55.76,10.43,8.76,19.19,7.64,,5.66,25.23,3.29,2.6,3.73,50.0,
2018-12-07,,2018-12-07,46.53,127.08,10.21,34.22,28.48,35.01,0.76,10.92,45.16,1.49,21.79,1.1,130.0,
2018-12-07,,2018-12-07,16.18,39.8,2.99,10.8,8.03,1.94,0.87,5.75,28.53,,,,60.0,
2018-12-08,,2018-12-08,50.37,66.92,4.49,8.53,13.01,4.36,0.0,12.96,7.14,0.38,,,89.0,
2018-12-08,,2018-12-08,67.48,,,,,,0.49,5.57,14.74,0.0,,,118.0,
2018-12-08,,2018-12-08,25.7,83.58,14.86,23.5,25.93,30.55,0.66,9.09,23.92,0.97,20.03,0.1,92.0,
2018-12-08,,2018-12-08,25.06,,25.26,54.71,45.54,,25.26,21.64,10.33,4.72,21.53,0.65,402.0,
2018-12-08,,2018-12-08,11.98,28.35,6.15,18.71,14.38,22.8,0.31,6.15,14.52,0.68,3.91,0.37,47.0,
2018-12-08,,2018-12-08,33.21,,9.78,41.08,27.27,28.62,0.92,5.97,7.65,0.23,0.26,,77.0,
2018-12-08,,2018-12-08,,65.08,5.52,7.83,13.35,7.46,,8.41,28.86,2.07,1.73,11.65,43.0,
2018-12-08,,2018-12-08,10.61,35.22,16.83,13.53,21.04,18.86,0.77,6.96,12.48,0.6,2.52,,57.0,
2018-12-08,,2018-12-08,,,,,,,,,,,,,,
2018-12-08,,2018-12-08,9.7,42.34,12.42,20.86,33.28,,1.22,11.92,38.31,0.29,,,67.0,
2018-12-08,,2018-12-08,8.1,15.83,2.78,8.58,6.84,11.88,0.77,8.72,14.52,0.0,0.0,,50.0,
2018-12-08,,2018-12-08,16.08,35.46,5.94,22.15,28.08,8.89,1.22,1.51,8.91,1.23,13.96,,68.0,
2018-12-08,,2018-12-08,26.76,76.2,9.92,20.85,26.97,9.43,0.59,7.26,25.35,0.3,9.19,,79.0,
2018-12-08,,2018-12-08,26.95,,9.82,20.63,16.6,12.63,0.79,4.28,9.08,0.0,5.24,,60.0,
2018-12-08,,2018-12-08,,117.12,6.98,7.11,,6.6,0.42,39.72,4.59,,,,110.0,
2018-12-08,,2018-12-08,21.86,49.71,21.28,42.23,39.76,11.7,0.48,6.46,7.68,3.7,15.56,3.27,76.0,
2018-12-08,,2018-12-08,66.95,,29.65,73.68,37.07,,1.59,10.84,40.45,3.23,36.94,14.59,140.0,
2018-12-08,,2018-12-08,10.35,29.91,2.98,4.77,4.93,2.13,1.14,4.93,30.56,,,,74.0,
2018-12-09,,2018-12-09,21.64,53.58,31.75,21.46,53.21,,1.41,11.85,23.67,0.77,,,89.0,
2018-12-09,,2018-12-09,50.11,,7.38,28.31,11.82,,0.29,24.67,57.25,1.83,37.85,6.15,90.0,
2018-12-09,,2018-12-09,38.51,,9.98,27.41,26.3,28.82,1.34,3.94,23.28,0.05,1.33,,96.0,
2018-12-09,,2018-12-09,56.6,114.28,9.97,38.93,28.81,9.14,1.01,4.19,14.83,5.24,16.69,4.25,106.0,
2018-12-09,,2018-12-09,35.06,53.38,10.31,35.45,26.63,15.82,0.59,5.67,20.9,1.91,14.05,8.14,71.0,
2018-12-09,,2018-12-09,39.06,,21.85,19.36,27.61,,0.38,8.03,7.86,2.35,,,62.0,
2018-12-09,,2018-12-09,40.66,82.62,4.78,23.58,16.52,21.37,0.76,10.9,38.55,0.05,0.03,,103.0,
2018-12-09,,2018-12-09,,47.01,17.18,14.9,32.09,13.52,0.0,2.81,21.21,4.66,6.9,9.22,46.0,
2018-12-09,,2018-12-09,,,,,,,,,,,,,,
2018-12-09,,2018-12-09,24.47,73.31,16.57,38.97,42.15,22.64,0.96,7.44,33.73,0.39,2.72,,91.0,
2018-12-09,,2018-12-09,28.55,103.27,17.17,24.4,29.28,22.38,0.71,10.31,22.44,1.44,25.14,0.03,96.0,
2018-12-09,,2018-12-09,36.18,86.86,13.38,18.96,28.13,11.99,0.69,10.89,18.57,0.59,3.83,,90.0,
2018-12-09,,2018-12-09,,,,,,22.31,,,14.55,,,,,
2018-12-09,,2018-12-09,46.23,73.8,5.1,36.36,41.46,7.05,1.41,4.68,20.71,2.54,8.9,,83.0,
2018-12-09,,2018-12-09,44.5,,10.67,16.44,27.1,27.07,0.74,4.94,36.56,0.05,0.14,,70.0,
2018-12-09,,2018-12-09,16.28,,26.67,57.19,47.8,,26.67,50.26,,3.94,16.02,0.65,447.0,
2018-12-09,,2018-12-09,24.4,67.26,2.9,7.36,6.27,2.5,0.85,5.86,44.4,,,,70.0,
2018-12-10,,2018-12-10,,,,,,,,,,,,,,
2018-12-10,,2018-12-10,134.13,164.1,11.78,52.45,42.69,,0.97,6.96,39.27,2.47,,,242.0,
2018-12-10,,2018-12-10,,152.55,28.01,27.25,55.27,25.23,0.0,6.43,17.28,16.96,1.29,12.73,129.0,
2018-12-10,,2018-12-10,43.88,110.35,10.23,49.84,34.83,12.58,0.69,12.45,29.07,6.08,18.5,3.65,115.0,
2018-12-10,,2018-12-10,61.36,135.2,13.2,28.83,34.58,17.21,0.92,8.56,63.73,1.2,11.76,,137.0,
2018-12-10,,2018-12-10,75.05,,11.01,33.9,25.83,37.46,1.16,6.55,19.54,0.17,0.32,,175.0,
2018-12-10,,2018-12-10,54.39,132.24,6.33,42.79,26.64,18.36,0.53,13.5,27.9,3.35,36.12,19.53,121.0,
2018-12-10,,2018-12-10,56.31,151.57,30.12,44.04,60.98,14.22,0.93,6.53,22.96,1.46,3.95,,115.0,
2018-12-10,,2018-12-10,,0.03,,18.5,,21.43,,0.04,14.84,,,,17.0,
2018-12-10,,2018-12-10,48.26,,9.52,18.38,27.85,72.48,0.96,6.41,33.56,0.06,0.45,,90.0,
2018-12-10,,2018-12-10,38.58,67.44,2.96,8.94,7.13,3.21,1.02,5.73,10.98,,,,71.0,
2018-12-10,,2018-12-10,40.99,122.69,4.32,29.54,19.32,17.01,0.6,24.37,44.5,0.06,0.08,0.1,130.0,
2018-12-10,,2018-12-10,40.05,,30.24,50.16,31.33,,1.31,26.52,57.91,2.76,31.16,13.94,109.0,
2018-12-10,,2018-12-10,17.35,36.08,6.07,21.82,27.88,15.68,2.73,1.97,10.84,7.25,7.19,,122.0,
2018-12-10,,2018-12-10,,134.55,7.26,7.67,,6.56,0.0,,9.49,,,,107.0,
2018-12-10,,2018-12-10,116.02,,44.47,98.22,48.04,,44.47,64.62,39.74,3.87,21.26,7.16,914.0,
2018-12-10,,2018-12-10,44.57,118.82,35.41,31.55,66.67,,1.76,17.23,65.46,0.96,,,105.0,
2018-12-10,,2018-12-10,67.93,172.04,29.52,44.48,47.82,25.13,1.13,16.06,42.01,3.68,47.52,0.66,163.0,
2018-12-11,,2018-12-11,44.3,63.39,4.32,5.14,5.46,5.62,1.19,15.51,54.61,,,,84.0,
2018-12-11,,2018-12-11,163.74,343.01,80.05,70.85,106.59,,1.06,14.47,33.9,6.32,17.16,,321.0,
2018-12-11,,2018-12-11,92.17,,10.36,19.12,26.84,102.19,1.23,11.44,31.5,0.02,0.05,,185.0,
2018-12-11,,2018-12-11,271.7,464.28,75.93,71.88,101.5,58.85,2.85,17.4,53.37,9.5,69.49,2.31,437.0,
2018-12-11,,2018-12-11,62.68,148.54,7.17,50.55,31.73,9.49,0.58,27.46,43.16,5.14,38.79,4.06,127.0,
2018-12-11,,2018-12-11,,388.77,7.18,7.27,,6.64,0.0,,30.43,,,,308.0,
2018-12-11,,2018-12-11,56.06,149.49,72.48,44.82,117.3,,2.59,24.89,58.48,3.25,,,146.0,
2018-12-11,,2018-12-11,235.81,,7.51,5.58,6.0,,1.86,33.72,65.29,3.5,28.69,10.28,395.0,
2018-12-11,,2018-12-11,143.84,262.32,104.26,41.08,138.99,56.28,1.45,17.98,24.66,9.57,18.71,,297.0,
2018-12-11,,2018-12-11,93.46,141.34,22.49,23.48,38.7,12.58,0.85,14.05,7.59,1.2,,,222.0,
2018-12-11,,2018-12-11,83.94,298.36,14.91,4.61,16.96,6.36,0.43,24.15,13.56,,,,271.0,
2018-12-11,,2018-12-11,90.03,157.27,4.08,32.85,20.8,13.39,0.92,12.25,113.48,4.84,8.58,2.41,214.0,
2018-12-11,,2018-12-11,33.74,96.43,29.16,37.24,64.4,9.23,0.0,2.31,17.17,6.32,1.55,8.87,120.0,
2018-12-11,,2018-12-11,63.66,120.24,32.73,47.6,65.11,18.69,1.38,6.65,25.83,1.47,4.39,,113.0,
2018-12-11,,2018-12-11,70.21,171.55,55.58,56.75,96.78,19.89,2.39,15.29,32.75,2.04,3.31,,164.0,
2018-12-11,,2018-12-11,214.85,,59.74,69.47,84.84,50.8,2.01,9.17,38.12,1.27,1.35,,355.0,
2018-12-11,,2018-12-11,91.56,,79.42,118.89,73.26,,79.42,60.97,,21.11,56.47,13.11,1154.0,
2018-12-11,,2018-12-11,84.48,164.24,14.25,80.74,54.62,3.19,1.21,30.44,33.39,0.1,0.39,0.25,156.0,
2018-12-12,,2018-12-12,34.41,76.5,32.68,39.35,70.02,9.81,0.01,0.87,14.24,8.47,0.86,7.87,91.0,
2018-12-12,,2018-12-12,191.15,,33.87,67.55,62.66,21.1,2.13,6.82,17.88,0.28,2.8,,362.0,
2018-12-12,,2018-12-12,207.54,,47.87,19.84,31.18,,2.83,43.91,,5.26,28.8,29.33,379.0,
2018-12-12,,2018-12-12,209.63,327.23,56.21,55.1,80.05,51.27,1.95,14.64,36.34,6.65,49.37,8.65,443.0,
2018-12-12,,2018-12-12,74.78,134.84,3.74,36.07,21.92,11.93,0.68,5.85,36.7,2.23,11.58,2.9,153.0,
2018-12-12,,2018-12-12,110.42,158.99,26.6,18.39,41.2,66.8,1.59,14.13,5.94,25.07,,,235.0,
2018-12-12,,2018-12-12,,493.89,7.53,7.87,,6.63,,84.34,10.17,,,,460.0,
2018-12-12,,2018-12-12,110.56,301.76,23.1,0.82,22.29,6.94,2.87,16.98,8.1,,,,266.0,
2018-12-12,,2018-12-12,38.67,121.78,32.36,57.01,89.14,,1.81,19.96,40.93,1.27,,,124.0,
2018-12-12,,2018-12-12,55.57,95.9,7.38,34.55,31.13,20.84,0.91,8.99,57.6,0.72,4.45,,127.0,
2018-12-12,,2018-12-12,93.1,163.9,5.46,77.58,45.71,16.59,0.97,13.75,33.59,0.1,0.11,,206.0,
2018-12-12,,2018-12-12,69.72,122.47,4.28,28.88,18.79,10.83,0.84,5.33,93.69,4.31,7.97,2.67,176.0,
2018-12-12,,2018-12-12,86.54,,14.93,23.86,37.55,37.36,1.04,12.46,30.5,0.13,0.28,,195.0,
2018-12-12,,2018-12-12,176.72,284.33,27.39,51.14,70.8,,0.67,9.08,27.44,0.0,0.0,,389.0,
2018-12-12,,2018-12-12,183.49,306.69,84.94,87.07,155.08,44.28,1.03,21.04,32.67,16.64,23.24,,351.0,
2018-12-12,,2018-12-12,78.59,142.62,11.17,40.02,39.8,19.75,1.05,6.32,66.64,0.85,2.8,,179.0,
2018-12-12,,2018-12-12,95.4,,41.8,78.91,42.06,,41.8,51.61,39.05,4.09,32.36,6.95,920.0,
2018-12-12,,2018-12-12,82.74,115.19,2.95,5.58,5.2,3.66,2.11,4.18,56.52,,,,220.0,
2019-01-01,,2019-01-01,92.38,205.42,21.66,21.67,44.01,6.61,0.17,2.87,9.65,10.0,2.81,6.66,170.0,
2019-01-01,,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,
2019-01-01,,2019-01-01,109.37,316.19,8.8,6.47,13.03,5.96,3.73,24.76,9.42,,,,252.0,
2019-01-01,,2019-01-01,62.38,99.86,2.79,9.53,7.01,5.39,4.61,13.1,78.49,,,,180.0,
2019-01-01,,2019-01-01,287.34,461.02,92.04,69.46,121.07,56.66,2.54,17.77,39.58,8.09,48.84,2.21,475.0,
2019-01-01,,2019-01-01,83.17,140.9,6.56,83.38,49.69,15.16,1.09,30.85,24.84,0.1,0.21,0.11,183.0,
2019-01-01,,2019-01-01,436.55,,32.51,21.09,24.91,,2.86,33.82,53.72,5.47,26.65,17.17,539.0,
2019-01-01,,2019-01-01,110.71,,63.03,111.56,100.04,,63.03,80.15,57.12,4.08,32.33,6.93,1474.0,
2019-01-01,,2019-01-01,,484.34,7.11,7.79,,6.66,,57.26,16.6,,,,440.0,
2019-01-01,,2019-01-01,122.13,193.0,22.92,23.24,45.11,59.95,2.82,14.38,8.11,14.94,,,297.0,
2019-01-01,,2019-01-01,79.78,221.85,62.98,66.11,129.08,,2.75,21.88,45.29,2.76,,,181.0,
2019-01-01,,2019-01-01,209.31,326.78,77.81,114.44,181.53,22.05,0.95,15.4,30.24,13.11,27.15,,370.0,
2019-01-01,,2019-01-01,131.6,278.71,24.58,103.42,74.99,12.25,1.26,31.0,61.02,6.26,10.18,5.23,278.0,
2019-01-01,,2019-01-01,296.93,359.69,100.38,58.38,116.46,,1.2,31.63,23.92,0.0,0.0,,450.0,
2019-01-01,,2019-01-01,61.55,107.76,14.75,38.19,41.3,17.97,0.98,8.29,56.91,0.33,1.24,,128.0,
2019-01-01,,2019-01-01,113.17,212.37,70.73,47.56,103.19,30.17,1.84,16.89,36.04,2.97,11.38,,275.0,
2019-01-01,,2019-01-01,122.43,,6.07,13.22,18.62,28.4,0.86,18.33,56.82,0.16,0.44,,212.0,
2019-01-01,,2019-01-01,272.75,,45.79,62.96,69.19,48.72,1.03,15.52,29.14,0.09,1.04,,413.0,
2019-01-02,,2019-01-02,163.65,273.34,76.7,107.37,171.45,24.97,1.21,15.86,23.87,0.37,0.47,,331.0,
2019-01-02,,2019-01-02,293.0,,82.01,111.04,78.51,,2.66,42.2,41.65,3.85,23.47,12.95,412.0,
2019-01-02,,2019-01-02,42.07,,5.66,11.85,17.51,64.85,0.93,20.89,45.34,0.12,0.0,,147.0,
2019-01-02,,2019-01-02,49.67,99.62,9.15,37.21,33.41,14.68,0.87,5.35,63.66,1.09,3.19,,109.0,
2019-01-02,,2019-01-02,63.05,111.15,5.4,68.18,40.73,15.31,1.06,13.42,47.46,0.06,0.36,0.11,141.0,
2019-01-02,,2019-01-02,102.53,356.48,40.45,,24.94,9.09,2.94,27.38,8.94,0.0,,,301.0,
2019-01-02,,2019-01-02,109.4,181.71,19.12,26.9,42.16,54.05,3.41,16.72,7.96,0.0,,,186.0,
2019-01-02,,2019-01-02,76.87,,17.85,77.35,28.34,,17.85,87.94,36.28,4.05,32.3,6.93,559.0,
2019-01-02,,2019-01-02,40.29,71.48,0.95,8.31,5.06,4.72,0.68,8.87,86.53,,,,119.0,
2019-01-02,,2019-01-02,170.24,,37.03,57.06,59.29,43.14,1.29,9.8,18.87,0.06,0.35,,329.0,
2019-01-02,,2019-01-02,66.44,115.34,3.97,45.36,27.13,17.81,0.64,5.43,34.07,2.09,11.14,1.66,131.0,
2019-01-02,,2019-01-02,51.65,127.06,10.52,18.38,22.27,18.38,0.88,11.9,35.74,1.02,7.03,,102.0,
2019-01-02,,2019-01-02,34.5,50.39,11.47,13.56,24.78,3.98,0.0,,7.77,5.26,1.24,0.22,58.0,
2019-01-02,,2019-01-02,178.68,265.65,23.24,50.75,48.72,49.42,1.34,17.83,33.12,4.43,26.59,0.1,329.0,
2019-01-02,,2019-01-02,121.31,223.06,24.69,31.17,38.57,,2.47,2.64,41.25,0.0,0.0,,258.0,
2019-01-02,,2019-01-02,53.84,106.93,11.78,51.62,37.03,10.88,0.84,7.87,83.16,2.56,5.05,1.38,116.0,
2019-01-02,,2019-01-02,48.04,153.71,,,,,2.3,17.87,59.04,1.68,,,146.0,
2019-01-02,,2019-01-02,118.18,216.22,10.34,10.3,,6.41,0.0,84.97,10.94,,,,302.0,
2019-01-03,,2019-01-03,60.77,107.96,39.04,73.06,112.11,32.18,0.89,8.9,32.55,7.46,11.81,,141.0,
2019-01-03,,2019-01-03,80.97,,11.59,41.59,29.96,10.43,1.51,6.55,31.31,0.15,0.48,,136.0,
2019-01-03,,2019-01-03,114.56,,5.26,11.01,15.91,33.31,0.82,12.89,15.1,0.03,0.0,,102.0,
2019-01-03,,2019-01-03,10.68,46.46,4.94,17.81,11.12,12.46,0.49,3.9,18.56,4.63,3.91,0.99,,
2019-01-03,,2019-01-03,48.98,86.86,9.64,9.49,,6.35,0.0,8.2,120.56,,,,209.0,
2019-01-03,,2019-01-03,93.83,181.26,37.55,48.87,60.61,30.2,1.17,15.81,37.75,3.02,33.92,0.72,222.0,
2019-01-03,,2019-01-03,27.08,59.54,2.49,9.07,6.97,11.97,0.52,11.04,33.63,0.0,0.01,,101.0,
2019-01-03,,2019-01-03,29.6,158.68,35.43,,29.07,7.66,2.27,28.25,4.02,0.0,,,148.0,
2019-01-03,,2019-01-03,41.12,150.77,90.27,38.66,128.94,,2.35,17.55,70.34,2.53,,,159.0,
2019-01-03,,2019-01-03,70.32,,22.75,96.46,38.79,,1.17,37.23,83.46,1.51,17.08,6.28,130.0,
2019-01-03,,2019-01-03,58.18,125.3,13.52,44.64,44.92,19.94,1.05,4.93,53.3,3.44,10.62,,143.0,
2019-01-03,,2019-01-03,55.59,129.12,5.27,45.3,27.68,14.27,0.6,9.83,26.37,1.95,16.23,4.16,120.0,
2019-01-03,,2019-01-03,42.41,93.01,8.54,30.45,31.81,30.22,0.89,11.34,57.51,1.07,8.63,,104.0,
2019-01-03,,2019-01-03,69.01,104.75,18.25,11.5,42.29,22.89,0.85,16.11,18.39,2.09,,,113.0,
2019-01-03,,2019-01-03,66.43,168.92,12.3,23.22,26.61,,0.32,37.24,31.94,0.0,0.0,,137.0,
2019-01-03,,2019-01-03,62.4,124.51,17.32,20.32,30.82,52.69,2.65,10.13,8.78,0.0,,,112.0,
2019-01-03,,2019-01-03,31.38,88.46,1.02,5.44,3.69,3.45,0.58,4.06,67.86,,,,88.0,
2019-01-03,,2019-01-03,57.28,122.07,10.4,10.54,20.93,9.16,0.51,,21.55,4.57,6.41,2.65,109.0,
2019-01-03,,2019-01-03,42.11,,14.18,84.67,28.04,,14.18,49.29,47.63,4.11,32.38,6.94,350.0,
2019-01-04,,2019-01-04,41.4,96.36,14.05,41.56,45.27,25.48,0.96,12.73,57.44,0.86,5.35,,109.0,
2019-01-04,,2019-01-04,59.08,170.14,11.3,38.55,32.02,27.21,0.88,20.09,54.95,2.46,14.87,0.58,153.0,
2019-01-04,,2019-01-04,39.22,79.24,0.9,4.18,2.96,2.57,0.82,1.44,47.12,,,,79.0,
2019-01-04,,2019-01-04,45.22,150.52,7.49,7.96,8.69,,0.16,14.3,36.66,0.0,0.0,,114.0,
2019-01-04,,2019-01-04,35.72,50.06,5.84,11.66,22.08,17.19,0.76,18.67,43.8,1.26,,,74.0,
2019-01-04,,2019-01-04,46.83,,16.17,89.36,21.86,,1.02,49.33,72.42,1.49,15.04,5.53,149.0,
2019-01-04,,2019-01-04,37.8,115.93,5.39,36.39,22.71,15.9,0.56,7.18,36.69,3.26,13.07,4.72,106.0,
2019-01-04,,2019-01-04,54.36,85.61,10.78,10.62,,6.29,0.0,6.67,9.1,,,,,
2019-01-04,,2019-01-04,43.25,133.41,8.31,35.51,25.64,6.01,0.94,10.1,17.23,3.16,5.88,0.93,126.0,
2019-01-04,,2019-01-04,43.8,95.73,39.15,35.03,44.67,25.8,0.75,,18.12,4.69,1.96,8.73,87.0,
2019-01-04,,2019-01-04,27.98,57.67,3.71,25.23,28.93,21.12,0.5,2.04,30.51,2.05,6.0,,74.0,
2019-01-04,,2019-01-04,37.09,70.85,1.55,7.48,4.74,7.56,0.69,12.4,38.42,0.52,3.58,0.15,102.0,
2019-01-04,,2019-01-04,62.23,,9.27,98.09,48.85,,1.17,10.1,39.72,0.7,1.79,,137.0,
2019-01-04,,2019-01-04,68.09,,6.55,12.5,19.02,1.34,0.98,6.34,19.13,0.02,0.0,,130.0,
2019-01-04,,2019-01-04,96.96,,16.25,88.34,42.22,,16.25,15.4,30.19,4.21,32.45,7.08,353.0,
2019-01-04,,2019-01-04,19.8,87.09,24.96,2.49,27.18,,1.43,29.66,13.07,0.82,,,90.0,
2019-01-04,,2019-01-04,53.46,110.5,11.03,35.35,32.36,16.31,1.01,4.73,49.03,1.21,3.68,,126.0,
2019-01-04,,2019-01-04,47.74,195.92,27.52,6.47,33.99,7.7,0.99,27.51,8.07,0.0,,,200.0,
2019-01-04,,2019-01-04,78.38,138.53,11.15,21.07,26.1,40.46,2.88,8.53,19.62,0.0,,,190.0,
2019-01-05,,2019-01-05,20.83,49.94,1.48,4.25,2.87,2.69,0.93,2.37,51.43,,,,78.0,
