Datetime,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2015-01-01,,2015-01-01,,,0.92,18.22,17.15,,0.92,27.64,133.36,0.0,0.02,0.0,,
2015-01-01,,2015-01-01,,,16.3,15.39,22.68,4.59,1.17,9.2,11.35,0.17,,,,
2015-01-01,,2015-01-01,313.22,607.98,69.16,36.39,110.59,33.85,15.2,9.25,41.68,14.36,24.86,9.84,472.0,
2015-01-01,,2015-01-01,,,2.11,13.46,4.57,,12.15,169.57,25.92,1.35,3.93,,,
2015-01-01,,2015-01-01,,,,,27.38,,0.0,,,0.0,0.0,0.0,,
2015-01-01,,2015-01-01,,,3.26,17.33,10.88,20.36,0.33,3.54,10.73,0.56,4.64,,,
2015-01-02,,2015-01-02,,,10.45,32.65,43.1,,0.58,5.06,23.39,0.83,7.44,1.62,,
2015-01-02,,2015-01-02,211.59,371.05,57.56,58.17,93.17,96.69,13.08,9.9,23.28,6.65,15.45,3.36,358.0,
2015-01-02,,2015-01-02,,,21.43,26.05,12.53,4.2,0.71,7.76,42.61,,11.39,,,
2015-01-02,,2015-01-02,,,2.99,22.14,13.01,7.48,0.36,7.36,20.75,12.01,2.2,,,
2015-01-02,,2015-01-02,,,,,27.25,,0.0,,,0.0,0.0,0.0,,
2015-01-02,,2015-01-02,135.99,,43.48,42.08,84.57,,43.48,75.23,102.7,0.4,0.04,25.87,782.0,
2015-01-02,,2015-01-02,,,7.43,20.19,4.3,,13.58,70.12,33.27,2.55,3.59,,,
2015-01-03,,2015-01-03,,,2.52,10.39,10.91,15.23,0.48,6.93,51.37,,0.48,,,
2015-01-03,,2015-01-03,61.12,,3.58,16.81,20.92,,3.58,28.44,30.48,2.69,1.58,1.32,,
2015-01-03,,2015-01-03,,,3.92,10.93,14.84,,0.32,4.25,27.31,0.88,5.94,1.21,,
2015-01-03,,2015-01-03,71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,1.38,4.63,2.6,324.0,
2015-01-03,,2015-01-03,,,,,24.76,,0.0,,,0.0,0.0,0.0,,
2015-01-03,,2015-01-03,,,8.16,11.38,11.91,14.42,1.15,5.8,52.44,,5.74,,,
2015-01-03,,2015-01-03,,,7.85,16.82,4.39,,10.28,124.96,15.09,2.25,3.25,,,
2015-01-04,,2015-01-04,96.04,,3.8,20.07,23.46,,3.8,62.42,46.61,7.54,13.44,1.65,324.0,
2015-01-04,,2015-01-04,36.42,,2.68,8.83,9.13,31.37,9.6,3.17,48.25,0.14,8.16,,151.0,
2015-01-04,,2015-01-04,103.75,,42.23,36.98,14.4,10.04,1.33,4.65,27.54,,7.37,,289.0,
2015-01-04,,2015-01-04,40.62,,8.41,13.18,21.59,,0.81,7.89,34.19,0.55,3.57,0.88,112.0,
2015-01-04,,2015-01-04,60.06,,10.92,22.11,4.77,,2.17,12.14,27.28,2.56,3.66,,124.0,
2015-01-04,,2015-01-04,,,,,149.29,,0.0,,,0.0,0.0,0.0,,
2015-01-04,,2015-01-04,112.86,167.6,24.6,32.71,45.12,36.05,10.15,19.48,38.45,4.04,9.07,2.42,309.0,
2015-01-05,,2015-01-05,96.65,,4.67,15.9,20.53,,4.67,39.41,11.83,0.01,0.0,3.11,240.0,
2015-01-05,,2015-01-05,76.1,192.81,13.14,42.99,52.01,26.55,7.63,13.1,53.16,2.02,9.5,2.21,279.0,
2015-01-05,,2015-01-05,,,,,29.45,,0.0,,,0.0,0.0,0.0,,
2015-01-05,,2015-01-05,51.62,,16.04,19.39,8.77,16.77,10.29,3.44,,2.91,0.1,,108.0,
2015-01-05,,2015-01-05,89.62,,40.11,29.62,69.42,,1.41,13.38,38.94,,,,206.0,
2015-01-05,,2015-01-05,39.06,,3.45,14.31,12.05,6.09,1.59,4.96,26.93,35.9,11.32,,67.0,
2015-01-05,,2015-01-05,105.39,,3.97,12.12,4.98,,2.28,11.31,16.26,2.62,1.39,,162.0,
2015-01-06,,2015-01-06,129.49,,4.23,14.97,15.73,53.25,1.56,11.45,46.7,,0.11,,216.0,
2015-01-06,,2015-01-06,77.22,,7.02,15.47,21.13,,7.02,71.97,9.56,3.74,8.45,1.17,185.0,
2015-01-06,,2015-01-06,237.79,,7.75,9.84,17.42,,0.78,8.05,48.34,,,,165.0,
2015-01-06,,2015-01-06,23.69,,1.65,14.12,7.77,2.34,1.7,6.9,68.17,4.86,1.7,,101.0,
2015-01-06,,2015-01-06,,,14.41,25.06,39.32,,1.56,1.8,8.89,0.0,0.29,0.0,,
2015-01-06,,2015-01-06,,,,,23.69,,0.0,,,0.0,0.0,0.0,,
2015-01-06,,2015-01-06,49.42,175.39,15.74,48.55,61.72,35.12,5.03,9.96,72.89,1.26,3.71,,289.0,
2015-01-06,,2015-01-06,23.1,,2.94,10.86,4.98,,2.47,9.28,39.34,1.82,1.68,,112.0,
2015-01-07,,2015-01-07,4.66,,9.01,10.9,20.36,,9.01,7.31,6.38,1.27,3.94,0.13,223.0,
2015-01-07,,2015-01-07,,,,,19.03,,0.0,,,0.0,0.0,0.0,,
2015-01-07,,2015-01-07,19.76,,1.24,6.34,3.24,6.34,6.96,6.28,6.45,0.11,4.98,,187.0,
2015-01-07,,2015-01-07,,,11.88,14.58,25.8,,1.07,1.15,12.31,0.23,1.58,0.57,,
2015-01-07,,2015-01-07,26.29,,8.69,5.89,14.52,,0.62,8.61,21.08,,,,99.0,
2015-01-07,,2015-01-07,83.72,,8.87,20.08,20.23,53.46,2.59,14.01,32.66,0.98,0.18,,201.0,
2015-01-07,,2015-01-07,19.69,,3.1,8.54,4.47,,1.39,11.34,24.12,0.11,0.22,,95.0,
2015-01-07,,2015-01-07,57.99,135.43,8.88,49.64,103.97,40.5,1.06,8.88,61.42,1.62,6.78,,185.0,
2015-01-08,,2015-01-08,,,,,19.74,,0.0,,,0.0,0.0,0.0,,
2015-01-08,,2015-01-08,48.58,,3.64,7.87,4.22,,6.96,6.8,34.52,0.07,0.13,,194.0,
2015-01-08,,2015-01-08,85.39,,24.62,29.71,36.6,42.88,4.08,16.06,29.3,,0.99,,195.0,
2015-01-08,,2015-01-08,,,27.52,10.31,37.82,,2.0,9.41,5.63,0.27,1.99,0.84,,
2015-01-08,,2015-01-08,21.46,,9.63,8.91,18.4,,0.68,8.75,19.35,0.91,1.61,0.04,89.0,
2015-01-08,,2015-01-08,40.29,,6.74,10.52,17.26,,6.74,8.27,3.57,1.85,4.34,0.39,173.0,
2015-01-08,,2015-01-08,18.18,,4.06,20.21,11.77,10.3,9.97,2.43,3.38,16.15,3.28,,97.0,
2015-01-08,,2015-01-08,41.32,126.33,29.5,35.14,139.85,23.1,1.08,10.8,41.27,1.41,5.16,,181.0,
2015-01-09,,2015-01-09,,,,,38.72,,0.0,,,0.0,0.0,0.0,,
2015-01-09,,2015-01-09,46.76,,6.0,7.21,4.22,,1.26,6.86,42.08,0.13,0.16,,80.0,
2015-01-09,,2015-01-09,63.2,,17.03,14.82,31.85,,17.03,3.69,7.57,0.0,0.0,0.0,302.0,
2015-01-09,,2015-01-09,32.37,,8.57,16.34,18.15,26.38,1.21,15.72,30.26,,,,88.0,
2015-01-09,,2015-01-09,73.78,230.34,17.83,27.42,45.7,18.96,1.28,10.45,61.33,2.15,5.67,3.27,210.0,
2015-01-09,,2015-01-09,53.65,,6.41,11.61,17.64,,0.71,6.5,16.57,0.76,3.8,0.01,124.0,
2015-01-09,,2015-01-09,,,9.8,12.85,22.62,,0.98,5.25,8.51,0.19,1.61,0.48,,
2015-01-09,,2015-01-09,24.9,,2.58,7.25,5.57,33.29,5.26,1.67,13.62,,1.79,,81.0,
2015-01-10,,2015-01-10,120.75,92.29,1.92,21.65,15.87,27.65,0.64,2.67,15.85,1.21,5.95,1.22,340.0,
2015-01-10,,2015-01-10,46.97,,13.64,11.77,19.08,22.48,2.76,11.92,22.96,,,,188.0,
2015-01-10,,2015-01-10,47.78,,1.2,9.97,2.21,,18.45,2.72,40.12,0.25,0.16,,244.0,
2015-01-10,,2015-01-10,,,,,96.91,,0.0,,,0.0,0.0,0.0,,
2015-01-10,,2015-01-10,85.7,205.18,33.0,54.68,74.28,22.52,1.49,11.42,60.57,4.79,12.88,3.43,230.0,
2015-01-10,,2015-01-10,100.96,,46.71,28.3,74.68,,1.3,4.65,7.82,0.29,1.69,0.62,,
2015-01-10,,2015-01-10,26.25,,4.82,30.71,19.52,30.38,1.95,1.45,12.61,,2.04,,136.0,
2015-01-10,,2015-01-10,76.41,,17.96,34.7,52.67,,17.96,15.44,31.49,0.0,7.51,1.15,396.0,
2015-01-11,,2015-01-11,154.01,,14.6,25.19,4.81,,2.36,4.65,38.51,,,,329.0,
2015-01-11,,2015-01-11,277.53,379.38,60.39,60.17,94.74,51.64,2.41,28.58,84.99,5.45,13.75,3.5,415.0,
2015-01-11,,2015-01-11,,,,,,,,,,,,,,
2015-01-11,,2015-01-11,44.08,,10.15,10.76,16.59,64.13,2.6,8.96,50.33,22.34,30.27,,174.0,
2015-01-11,,2015-01-11,29.89,,2.14,15.14,9.02,18.44,1.13,2.62,11.56,11.14,4.74,,49.0,
2015-01-11,,2015-01-11,192.0,,124.67,26.57,151.24,,1.58,7.94,6.88,0.48,2.53,1.42,306.0,
2015-01-11,,2015-01-11,31.56,94.33,2.95,0.71,1.98,12.02,1.02,6.96,37.57,1.32,7.15,1.35,188.0,
2015-01-11,,2015-01-11,,,,,96.58,,0.0,,,0.0,0.0,0.0,,
2015-01-12,,2015-01-12,14.18,55.71,12.9,25.86,27.06,21.81,1.63,5.14,9.89,0.97,2.15,,88.0,
2015-01-12,,2015-01-12,213.96,,39.31,70.48,4.22,,4.08,4.42,35.2,,,,417.0,
2015-01-12,,2015-01-12,247.61,,99.48,32.13,131.53,,3.0,5.91,13.58,0.48,1.5,1.22,394.0,
2015-01-12,,2015-01-12,,,,,,,,,,,,,,
2015-01-12,,2015-01-12,28.82,,5.35,7.8,11.26,119.06,1.33,4.67,49.71,,,,103.0,
2015-01-12,,2015-01-12,,,3.36,8.13,8.86,,1.45,3.72,10.5,,,,,
2015-01-12,,2015-01-12,38.24,102.51,5.31,10.07,13.74,8.94,0.93,9.1,28.27,1.1,5.45,2.51,101.0,
2015-01-12,,2015-01-12,183.28,371.83,56.71,83.03,118.88,57.35,1.77,16.48,93.52,4.34,12.02,0.01,400.0,
2015-01-12,,2015-01-12,,,,,86.6,,0.0,,,0.0,0.0,0.0,,
2015-02-01,,2015-02-01,,,0.97,15.69,16.46,,0.97,24.55,34.06,3.68,5.5,3.77,,
2015-02-01,,2015-02-01,,,6.05,19.73,14.14,23.74,1.35,3.97,22.77,0.65,5.31,,,
2015-02-01,,2015-02-01,,,,,26.2,,0.0,,,0.0,0.0,0.0,,
2015-02-01,,2015-02-01,,,16.49,13.42,23.09,7.83,1.23,8.61,9.16,0.13,,,,
2015-02-01,,2015-02-01,,,2.37,10.76,3.8,,14.0,169.46,21.66,1.97,5.74,,,
2015-02-01,,2015-02-01,186.18,269.55,62.09,32.87,88.14,31.83,9.54,6.65,29.97,10.55,20.09,4.29,454.0,
2015-02-02,,2015-02-02,,,,,26.0,,0.0,,,0.0,0.0,0.0,,
2015-02-02,,2015-02-02,,,10.61,15.82,20.87,3.63,1.59,10.58,38.8,,13.02,,,
2015-02-02,,2015-02-02,,,5.51,23.89,29.4,,0.4,3.04,30.22,0.39,4.34,0.85,,
2015-02-02,,2015-02-02,,,5.83,19.19,13.06,11.33,0.46,6.14,19.75,14.08,3.76,,,
2015-02-02,,2015-02-02,178.33,,54.56,35.31,72.8,,54.56,55.04,107.38,0.46,0.06,35.61,914.0,
2015-02-02,,2015-02-02,163.64,219.84,13.7,37.25,39.34,84.49,10.59,5.31,28.38,2.53,4.69,2.58,349.0,
2015-02-02,,2015-02-02,,,3.08,18.3,3.13,,15.41,,46.3,2.78,5.61,,,
2015-02-03,,2015-02-03,,,11.15,27.26,6.16,,12.16,,10.79,1.62,0.35,,,
2015-02-03,,2015-02-03,,,28.32,17.6,45.92,,0.68,3.22,13.53,0.94,5.03,1.55,,
2015-02-03,,2015-02-03,,,8.66,10.95,12.26,14.83,10.6,5.29,93.22,17.71,5.74,,,
2015-02-03,,2015-02-03,,,,,27.32,,0.0,,,0.0,0.0,0.0,,
2015-02-03,,2015-02-03,53.71,60.15,11.02,13.43,20.48,19.11,10.19,3.21,22.08,0.91,3.45,0.69,226.0,
2015-02-03,,2015-02-03,,,4.23,18.06,14.59,33.23,3.56,6.72,58.97,,4.06,,,
2015-02-03,,2015-02-03,60.78,,9.07,18.21,27.34,,9.07,29.48,34.75,2.05,0.55,0.22,189.0,
2015-02-04,,2015-02-04,59.78,,15.1,23.79,4.98,,2.66,12.63,27.54,2.8,3.67,,157.0,
2015-02-04,,2015-02-04,78.51,112.78,9.82,20.54,27.51,31.04,6.72,14.37,35.54,2.17,4.2,2.32,249.0,
2015-02-04,,2015-02-04,,,,,89.25,,0.0,,,0.0,0.0,0.0,,
2015-02-04,,2015-02-04,,,8.73,14.34,23.06,,0.85,7.94,31.97,0.57,3.61,0.87,,
2015-02-04,,2015-02-04,106.27,,33.67,38.34,14.8,11.53,1.08,6.22,27.65,,4.72,,206.0,
2015-02-04,,2015-02-04,38.15,,4.24,10.29,9.99,43.09,4.06,7.65,53.26,0.14,5.29,,123.0,
2015-02-04,,2015-02-04,77.69,,5.24,18.87,23.06,,5.24,100.48,27.14,9.49,11.77,1.6,222.0,
2015-02-05,,2015-02-05,49.21,,3.82,14.35,4.47,,2.26,13.08,32.57,2.26,1.24,,175.0,
2015-02-05,,2015-02-05,72.66,206.1,25.56,62.09,76.22,26.99,9.46,16.16,43.06,3.47,15.83,,312.0,
2015-02-05,,2015-02-05,85.26,,28.87,37.2,9.61,20.97,9.7,2.69,,0.15,,,139.0,
2015-02-05,,2015-02-05,126.77,,15.69,23.93,39.73,,15.69,93.18,36.71,0.22,0.04,10.0,344.0,
2015-02-05,,2015-02-05,,,,,31.07,,0.0,,,0.0,0.0,0.0,,
2015-02-05,,2015-02-05,49.38,,5.25,14.38,19.37,,0.75,8.54,48.14,,,,134.0,
2015-02-05,,2015-02-05,50.83,,5.74,14.24,14.93,21.03,4.44,2.99,16.83,34.57,9.36,,217.0,
2015-02-06,,2015-02-06,23.95,,0.46,9.28,3.25,2.31,1.77,7.93,54.65,4.08,1.68,,84.0,
2015-02-06,,2015-02-06,,,25.0,22.48,47.5,,2.35,9.69,9.9,0.08,0.83,0.09,,
2015-02-06,,2015-02-06,52.51,117.86,18.64,54.29,68.84,46.09,6.67,6.73,56.2,1.51,3.98,,297.0,
2015-02-06,,2015-02-06,44.99,,2.13,10.87,4.22,,2.46,13.14,43.93,2.29,2.14,,116.0,
2015-02-06,,2015-02-06,45.29,,7.25,12.74,19.66,,7.25,18.64,6.32,2.73,6.99,0.76,179.0,
2015-02-06,,2015-02-06,,,,,41.01,,0.0,,,0.0,0.0,0.0,,
2015-02-06,,2015-02-06,100.13,,4.48,14.35,14.84,54.95,2.51,9.62,47.98,,,,220.0,
2015-02-06,,2015-02-06,539.13,,7.99,8.57,16.2,,0.73,9.1,37.95,,,,661.0,
2015-02-07,,2015-02-07,67.12,175.9,12.29,52.45,110.32,39.09,1.12,6.86,61.7,1.61,5.71,,220.0,
2015-02-07,,2015-02-07,68.41,,5.59,20.66,18.33,50.73,1.8,13.46,33.28,1.02,0.21,,169.0,
2015-02-07,,2015-02-07,29.67,,20.72,10.41,31.13,,0.76,9.31,15.48,,,,97.0,
2015-02-07,,2015-02-07,23.32,,2.95,8.82,5.15,,1.42,13.63,23.83,0.14,0.27,,80.0,
2015-02-07,,2015-02-07,20.24,,2.26,11.59,6.83,6.42,2.58,5.12,11.01,0.12,1.38,,162.0,
2015-02-07,,2015-02-07,,,,,19.02,,0.0,,,0.0,0.0,0.0,,
2015-02-07,,2015-02-07,,,7.17,14.32,21.45,,0.74,0.92,12.19,0.23,1.62,0.55,,
2015-02-07,,2015-02-07,48.72,,9.56,11.94,21.5,,9.56,5.72,6.61,1.77,4.96,0.39,230.0,
2015-02-08,,2015-02-08,,,22.32,12.29,34.54,,1.8,5.9,5.6,0.36,2.31,0.93,,
2015-02-08,,2015-02-08,41.16,,6.91,10.51,17.42,,6.91,13.48,3.69,1.8,4.23,0.33,172.0,
2015-02-08,,2015-02-08,70.17,,6.32,15.44,17.87,44.0,2.12,22.81,18.06,,,,194.0,
2015-02-08,,2015-02-08,,,,,19.88,,0.0,,,0.0,0.0,0.0,,
2015-02-08,,2015-02-08,15.52,,3.48,9.54,6.15,9.26,37.73,1.86,4.83,13.6,7.99,,257.0,
2015-02-08,,2015-02-08,49.0,,3.26,8.32,4.22,,1.24,6.7,33.49,0.07,0.13,,105.0,
2015-02-08,,2015-02-08,28.96,,9.09,9.68,18.53,,0.65,9.04,23.61,0.88,4.25,0.02,100.0,
2015-02-08,,2015-02-08,47.81,123.24,40.08,37.96,165.43,24.2,0.82,10.27,46.38,1.61,6.87,,213.0,
2015-02-09,,2015-02-09,,,8.27,10.16,17.83,,0.88,5.99,8.19,0.16,1.54,0.36,,
2015-02-09,,2015-02-09,90.29,93.0,10.37,11.4,18.28,,0.67,6.94,22.47,0.77,4.59,0.02,136.0,
2015-02-09,,2015-02-09,47.64,,6.12,7.64,4.22,,1.34,8.18,39.54,0.14,0.18,,86.0,
2015-02-09,,2015-02-09,97.63,318.24,31.64,29.16,66.15,18.6,1.14,10.79,72.47,2.86,6.94,4.09,298.0,
2015-02-09,,2015-02-09,,,,,45.2,,0.0,,,0.0,0.0,0.0,,
2015-02-09,,2015-02-09,23.54,,1.75,9.49,6.09,26.12,1.19,2.18,11.57,,1.19,,43.0,
2015-02-09,,2015-02-09,64.73,,17.01,14.82,31.83,,17.01,6.45,12.13,0.0,0.0,0.0,302.0,
2015-02-09,,2015-02-09,24.27,,8.54,16.66,18.34,24.6,4.7,16.01,34.15,,,,163.0,
2015-02-10,,2015-02-10,97.62,220.56,33.74,52.53,73.05,26.24,1.58,9.77,64.01,5.39,12.8,3.85,286.0,
2015-02-10,,2015-02-10,22.3,,3.85,26.84,17.13,26.74,1.82,4.18,,,1.82,,96.0,
2015-02-10,,2015-02-10,29.66,76.0,2.0,25.94,16.02,20.45,0.6,3.81,17.4,1.2,5.62,1.05,125.0,
2015-02-10,,2015-02-10,42.17,,12.45,10.78,17.5,23.43,1.77,12.23,22.74,,,,135.0,
2015-02-10,,2015-02-10,54.13,,1.31,9.75,2.21,,12.16,1.9,40.06,0.17,0.11,,143.0,
2015-02-10,,2015-02-10,102.49,,33.31,37.85,71.17,,33.31,27.32,24.85,19.81,51.29,15.05,731.0,
2015-02-10,,2015-02-10,,,,,57.75,,0.0,,,0.0,0.0,0.0,,
2015-02-10,,2015-02-10,71.2,,35.59,21.49,55.98,,2.44,4.93,9.04,0.21,1.26,0.38,,
2015-02-11,,2015-02-11,114.42,,74.17,29.37,103.6,,2.2,7.21,8.04,0.37,2.04,1.02,253.0,
2015-02-11,,2015-02-11,122.54,,75.42,44.2,119.62,,75.42,13.78,60.66,73.38,105.07,17.55,,
2015-02-11,,2015-02-11,41.44,,9.98,11.73,15.99,56.08,1.34,10.96,61.39,30.77,38.46,,142.0,
2015-02-11,,2015-02-11,162.51,,19.1,34.31,4.3,,1.8,6.14,41.41,,,,328.0,
2015-02-11,,2015-02-11,232.4,361.0,67.14,68.4,115.98,42.75,2.05,31.66,136.67,8.28,20.6,23.3,420.0,
2015-02-11,,2015-02-11,,,,,97.69,,0.0,,,0.0,0.0,0.0,,
2015-02-11,,2015-02-11,54.91,93.72,2.89,0.71,1.96,11.97,1.15,7.07,38.74,1.31,7.52,0.66,106.0,
2015-02-11,,2015-02-11,28.56,,6.9,18.2,14.16,23.29,1.36,2.51,12.65,1.95,4.46,,54.0,
2015-02-12,,2015-02-12,170.74,399.64,61.75,95.99,132.93,52.71,1.87,19.04,88.0,4.38,13.3,,386.0,
2015-02-12,,2015-02-12,,,,,87.75,,0.0,,,0.0,0.0,0.0,,
2015-02-12,,2015-02-12,,,7.59,10.25,11.2,,2.08,6.99,10.1,,,,,
2015-02-12,,2015-02-12,32.64,,3.75,7.94,10.39,113.53,1.78,4.2,43.19,,,,161.0,
2015-02-12,,2015-02-12,,,,,,,,,,,,,,
2015-02-12,,2015-02-12,13.36,33.82,8.24,24.04,17.46,22.0,1.7,11.07,8.15,0.73,1.66,,67.0,
2015-02-12,,2015-02-12,29.53,80.84,5.28,10.13,13.79,9.32,0.87,7.72,21.04,1.26,4.59,0.62,95.0,
2015-02-12,,2015-02-12,60.54,,9.9,63.58,5.06,,1.86,3.76,20.36,,,,239.0,
2015-02-12,,2015-02-12,189.19,,55.75,31.95,87.67,,1.94,5.75,12.14,0.37,1.1,0.83,395.0,
2015-03-01,,2015-03-01,,,11.91,19.88,20.72,4.32,17.4,13.61,12.03,0.53,19.25,,,
2015-03-01,,2015-03-01,,,17.4,19.3,29.7,,17.4,29.07,30.7,6.8,16.4,2.25,,
2015-03-01,,2015-03-01,,,9.72,19.56,9.99,4.63,0.77,48.23,13.45,0.03,,,,
2015-03-01,,2015-03-01,,,2.27,12.43,4.22,,12.78,169.77,22.4,1.83,4.76,,,
2015-03-01,,2015-03-01,,,,,26.04,,0.0,,,0.0,0.0,0.0,,
2015-03-01,,2015-03-01,87.18,131.9,25.73,30.31,47.95,69.55,10.61,2.65,19.71,3.91,10.23,1.99,143.0,
2015-03-02,,2015-03-02,157.71,194.09,12.28,31.05,34.1,66.38,8.21,5.64,28.56,2.13,4.24,1.12,334.0,
2015-03-02,,2015-03-02,,,3.71,14.16,4.14,,15.62,,35.58,2.36,3.79,,,
2015-03-02,,2015-03-02,139.7,,30.61,28.4,56.73,,30.61,33.79,73.6,0.17,0.03,11.87,660.0,
2015-03-02,,2015-03-02,,,9.09,14.89,17.92,5.12,0.98,6.83,29.08,,,,,
2015-03-02,,2015-03-02,,,,,28.16,,0.0,,,0.0,0.0,0.0,,
2015-03-02,,2015-03-02,,,4.56,18.47,12.44,11.78,0.59,5.02,20.64,16.08,3.41,,,
2015-03-02,,2015-03-02,,,4.29,19.41,23.71,,0.41,3.65,38.1,0.51,4.02,0.9,,
2015-03-03,,2015-03-03,,,9.09,21.85,4.81,,9.62,,16.56,2.12,2.69,,,
2015-03-03,,2015-03-03,,,7.81,19.56,17.16,30.4,14.67,8.6,43.5,,14.77,,,
2015-03-03,,2015-03-03,91.83,,12.99,28.71,40.76,,12.99,39.71,38.46,2.69,1.74,2.25,408.0,
2015-03-03,,2015-03-03,,,7.56,18.14,25.7,,0.34,3.09,16.42,0.58,4.11,1.44,,
2015-03-03,,2015-03-03,83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,2.13,8.11,2.41,266.0,
2015-03-03,,2015-03-03,,,10.02,12.29,11.48,63.64,5.33,8.15,47.22,6.65,6.04,,,
2015-03-03,,2015-03-03,,,,,27.16,,0.0,,,0.0,0.0,0.0,,
2015-03-04,,2015-03-04,66.52,76.05,11.21,18.47,27.79,35.48,8.24,10.62,24.85,2.32,5.02,3.05,245.0,
2015-03-04,,2015-03-04,,,,,73.5,,0.0,,,0.0,0.0,0.0,,
2015-03-04,,2015-03-04,53.07,,4.17,13.82,17.45,,4.17,40.36,21.76,4.47,6.94,0.42,169.0,
2015-03-04,,2015-03-04,35.11,,2.63,5.99,6.82,26.04,5.34,2.32,57.75,0.14,7.4,,178.0,
2015-03-04,,2015-03-04,,,26.88,22.86,48.77,,1.07,10.31,36.15,0.27,1.83,0.25,,
2015-03-04,,2015-03-04,75.52,,11.98,27.25,5.65,,2.37,13.38,22.52,2.06,1.82,,122.0,
2015-03-04,,2015-03-04,42.82,,23.17,35.32,16.86,10.17,1.21,6.23,27.6,,,,248.0,
2015-03-05,,2015-03-05,,,,,33.46,,0.0,,,0.0,0.0,0.0,,
2015-03-05,,2015-03-05,42.74,,3.68,20.79,4.22,,2.36,14.72,39.37,2.11,1.17,,133.0,
2015-03-05,,2015-03-05,38.96,,6.68,13.74,20.07,,0.69,8.33,46.87,,,,115.0,
2015-03-05,,2015-03-05,62.58,,5.03,15.2,10.05,14.62,1.32,7.47,17.81,37.56,11.01,,64.0,
2015-03-05,,2015-03-05,44.26,,24.54,34.41,20.42,16.24,6.09,4.29,11.32,0.62,,,140.0,
2015-03-05,,2015-03-05,121.94,334.02,52.12,83.3,100.84,35.46,11.95,19.43,41.71,6.62,32.11,,372.0,
2015-03-05,,2015-03-05,106.15,,13.12,23.02,35.05,,13.12,65.95,81.6,0.3,0.02,9.69,503.0,
2015-03-06,,2015-03-06,108.88,,5.25,16.12,17.11,58.26,1.44,10.79,50.59,,,,203.0,
2015-03-06,,2015-03-06,21.51,,1.59,19.98,9.87,2.21,1.52,4.44,46.8,4.11,1.39,,84.0,
2015-03-06,,2015-03-06,49.54,,8.47,14.49,22.35,,0.88,9.06,42.6,,,,294.0,
2015-03-06,,2015-03-06,71.26,,3.94,15.29,4.48,,2.43,7.48,43.95,0.94,0.93,,189.0,
2015-03-06,,2015-03-06,65.28,137.7,24.46,65.25,91.72,54.47,4.98,6.31,41.92,1.8,5.8,,268.0,
2015-03-06,,2015-03-06,,,14.29,17.16,29.81,,1.69,20.61,12.63,0.0,0.33,0.0,,
2015-03-06,,2015-03-06,,,,,57.53,,0.0,,,0.0,0.0,0.0,,
2015-03-06,,2015-03-06,103.78,,6.36,13.9,19.86,,6.36,7.76,15.27,0.82,1.37,0.81,211.0,
2015-03-07,,2015-03-07,,,13.19,14.73,27.87,,1.23,5.62,12.28,0.23,1.68,0.56,,
2015-03-07,,2015-03-07,18.64,,3.17,11.83,4.22,,1.42,12.53,25.73,0.12,0.25,,75.0,
2015-03-07,,2015-03-07,37.0,,9.8,9.01,18.81,,0.72,7.3,23.39,,,,108.0,
2015-03-07,,2015-03-07,17.28,,1.07,5.11,2.7,5.96,7.52,3.69,8.37,,1.35,,185.0,
2015-03-07,,2015-03-07,,,,,19.05,,0.0,,,0.0,0.0,0.0,,
2015-03-07,,2015-03-07,73.86,,6.06,21.36,17.47,56.63,7.39,13.24,30.81,1.02,0.21,,186.0,
2015-03-07,,2015-03-07,65.25,219.31,19.11,37.09,64.79,37.32,0.99,8.91,59.66,1.29,3.34,,225.0,
2015-03-07,,2015-03-07,49.7,,9.43,9.81,19.23,,9.43,6.78,6.42,2.0,4.79,0.31,243.0,
2015-03-08,,2015-03-08,49.45,,6.56,14.52,18.15,39.68,1.56,16.03,16.74,0.01,0.02,,98.0,
2015-03-08,,2015-03-08,18.67,,5.9,11.41,8.58,10.08,25.13,2.13,5.74,13.67,4.26,,139.0,
2015-03-08,,2015-03-08,23.04,,8.22,8.62,16.7,,0.64,8.65,19.85,0.79,3.71,0.01,92.0,
2015-03-08,,2015-03-08,,,23.79,30.33,54.07,,1.43,4.31,6.07,0.44,2.39,1.1,,
2015-03-08,,2015-03-08,,,,,20.15,,0.0,,,0.0,0.0,0.0,,
2015-03-08,,2015-03-08,36.12,,7.21,11.56,17.07,,7.21,13.62,6.08,1.67,2.85,0.11,190.0,
2015-03-08,,2015-03-08,43.58,,3.53,7.52,4.47,,1.32,9.06,33.51,0.09,0.18,,86.0,
2015-03-08,,2015-03-08,56.02,154.28,28.95,40.17,129.29,30.76,0.78,8.75,45.97,1.65,6.16,,175.0,
2015-03-09,,2015-03-09,52.43,,5.71,8.46,4.3,,1.34,8.18,33.81,0.14,0.18,,107.0,
2015-03-09,,2015-03-09,,,12.57,15.01,27.05,,1.12,4.56,8.28,0.22,1.79,0.49,,
2015-03-09,,2015-03-09,,,,,52.07,,0.0,,,0.0,0.0,0.0,,
