City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bengaluru,2018-05-27,0.04786413356361543,0.061600745960364946,11.87,0.10703209520375047,27.37,,0.010972461273666094,0.020691137743859837,0.07383982616793418,0.17,0.61,,0.054545454545454536,Satisfactory
Bengaluru,2018-05-28,0.0335405872193437,0.05689128099807608,6.2,0.06801298232960694,18.11,,0.01280120481927711,0.022840866340624492,0.11931553624088158,0.09,0.53,,0.048,Satisfactory
Bengaluru,2018-05-29,0.01929763960852044,0.032765600840385725,6.37,0.05510277677605481,17.52,,0.012693631669535285,0.019132584511205458,0.10790780692224118,0.1,1.02,,0.03854545454545454,Satisfactory
Bengaluru,2018-05-30,0.040886586067933224,0.04552482796879241,6.7,0.07666786873422286,16.18,,0.01086488812392427,0.01972375987531574,0.09064100574266645,0.2,1.29,,0.03345454545454545,Satisfactory
Bengaluru,2018-05-31,0.037996545768566495,0.04862906176599034,7.15,0.08287053732419762,17.21,,0.011080034423407919,0.019025098081367226,0.08148378084743133,0.47,2.92,,0.042909090909090904,Satisfactory
Bengaluru,2018-06-01,0.048255613126079455,0.07155081854986248,8.89,0.09184998196898667,19.15,,0.01064974182444062,0.019777503090234856,0.09417196957938848,0.28,1.56,,0.03927272727272727,Satisfactory
Bengaluru,2018-06-02,0.05101899827288429,0.06392597051568051,10.58,0.1277316985214569,24.13,,0.011402753872633392,0.03514806255710216,0.09293031196647523,0.43,2.13,,0.05236363636363636,Satisfactory
Bengaluru,2018-06-03,0.04447898675877951,0.03432361932415047,7.51,0.08059862964298595,15.78,,0.01086488812392427,0.022410920621271563,0.0638289616638212,0.28,1.76,,0.05381818181818182,Satisfactory
Bengaluru,2018-06-04,0.02670120898100173,0.03385149251088842,8.65,0.07417958889289578,16.36,,0.010327022375215147,0.023539528134573006,0.06014279062548502,0.11,0.94,,0.03345454545454545,Satisfactory
Bengaluru,2018-06-05,0.029176741508347728,0.02596697472941232,8.03,0.059466282005048686,15.62,,0.010111876075731498,0.03385822539904336,0.0641393760670495,0.13,1.09,,0.03418181818181818,Satisfactory
Bengaluru,2018-06-06,0.026033390903857225,0.03247052158209695,7.8,0.062170934006491166,15.45,,0.011187607573149743,0.03869511474176385,0.04877386310724817,0.11,1.02,,0.03563636363636363,Satisfactory
Bengaluru,2018-06-07,0.028911917098445598,0.037215396055380476,9.77,0.060692390912369276,17.37,,0.010757314974182445,0.031386037512764,0.05125717833307465,0.07,0.77,,0.04072727272727272,Satisfactory
Bengaluru,2018-06-08,0.022014968336211863,0.024999114762225133,9.94,0.056941940137035706,16.94,18.55,0.009789156626506026,0.033428279679690434,0.04283718764550675,0.05,0.64,,0.02618181818181818,Good
Bengaluru,2018-06-09,0.022061024755325273,0.03163249648855682,9.68,0.057699242697439604,16.88,,0.010327022375215147,0.028698876766808185,0.06134564643799472,0.06,0.56,,0.027636363636363633,Satisfactory
Bengaluru,2018-06-10,0.021611974668969487,0.033662641785583605,13.55,0.07515326361341508,20.16,,0.00989672977624785,0.027838985328102327,0.04927828651249418,0.01,0.51,,0.02690909090909091,Satisfactory
Bengaluru,2018-06-11,0.02717328727691422,0.04021340131959444,10.26,0.05589614136314461,18.29,,0.01064974182444062,0.024990594937389154,0.04163433183299705,0.28,0.88,,0.03709090909090909,Satisfactory
Bengaluru,2018-06-12,0.027196315486470928,0.056667020761776606,9.05,0.04799855751893257,15.48,,0.01064974182444062,0.01805772021282313,0.05393450256091882,1.11,2.42,,0.02618181818181818,Good
Bengaluru,2018-06-13,0.03129533678756477,0.05713914757503866,10.17,0.0573025604038947,18.48,,0.010219449225473323,0.021443542752727467,0.050287133322986184,1.03,2.41,,0.025454545454545452,Good
Bengaluru,2018-06-14,0.03641911341393207,0.04185404199568004,10.85,0.06941940137035703,20.84,,0.010972461273666094,0.015585532326543774,0.06363495266180351,0.59,1.4,,0.03418181818181818,Satisfactory
Bengaluru,2018-06-15,0.0705469199769718,0.03933996671505966,9.95,0.08485394879192211,21.94,54.13,0.01086488812392427,0.017197828774117265,0.07186093434735372,0.85,1.74,,0.05018181818181818,Satisfactory
Bengaluru,2018-06-16,0.02542314335060449,0.05123756240926313,9.44,0.06714749368914534,20.74,65.66,0.011725473321858866,0.017359058418874616,0.05339127735526928,1.22,2.42,,0.0669090909090909,Moderate
Bengaluru,2018-06-17,0.019827288428324697,0.05013986756842887,9.08,0.055463397042913816,18.77,65.85,0.011402753872633392,0.020529908099102486,0.03375756635107869,0.88,1.8,,0.02981818181818182,Satisfactory
Bengaluru,2018-06-18,0.015221646516983307,0.11852743646943567,9.51,0.05315542733501623,19.88,52.88,0.012370912220309812,0.026441661740205295,0.04272078224429613,0.78,1.56,,0.04,Satisfactory
Bengaluru,2018-06-19,0.03737478411053541,0.11796088429352122,8.27,0.04507753335737468,17.4,39.88,0.011402753872633392,0.02429193314344064,0.057038646593201923,0.64,1.24,,0.04872727272727272,Satisfactory
Bengaluru,2018-06-20,0.015521013241220497,0.08676510510723179,8.31,0.05048683736025965,18.08,39.82,0.011402753872633392,0.025904229591014134,0.08513115008536395,0.57,1.2,,0.04,Satisfactory
Bengaluru,2018-06-21,0.019055843408175017,0.09027064669570245,7.76,0.073025604038947,20.93,39.87,0.010972461273666094,0.027355296393830275,0.10018624864193697,0.53,1.18,,0.03636363636363636,Satisfactory
Bengaluru,2018-06-22,0.021623488773747843,0.0931270139159378,10.67,0.11424450054093041,27.45,40.19,0.010972461273666094,0.025098081367227385,0.1044156448859227,0.53,1.22,,0.03636363636363636,Satisfactory
Bengaluru,2018-06-23,0.02717328727691422,0.06568464289508161,9.93,0.08532275513883882,22.5,43.21,0.011080034423407919,0.02520556779706562,0.06867918671426354,0.68,1.45,,0.03781818181818181,Satisfactory
Bengaluru,2018-06-24,0.024962579159470352,0.086812317788558,7.93,0.05589614136314461,18.69,43.75,0.010542168674698796,0.02488310850755092,0.05851311500853639,0.3,0.83,,0.03636363636363636,Satisfactory
Bengaluru,2018-06-25,0.0594818652849741,0.08314153181544562,6.93,0.05322755138838803,16.14,39.41,0.01086488812392427,0.025689256731337668,0.057116250194009,0.36,1.09,,0.05309090909090909,Satisfactory
Bengaluru,2018-06-26,0.03737478411053541,0.06703020431287843,5.69,0.05009015506671475,13.51,42.98,0.010004302925989675,0.025635513516418552,0.07092969113766878,0.34,0.86,,0.05672727272727272,Satisfactory
Bengaluru,2018-06-27,0.013264248704663214,0.04965593758483528,4.95,0.05467003245582402,12.58,42.71,0.010972461273666094,0.0261192024506906,0.06371255626261058,0.36,0.93,,0.03345454545454545,Satisfactory
Bengaluru,2018-06-28,0.010443293033966612,0.04043766155589391,6.3,0.06462315182113236,14.8,42.01,0.01064974182444062,0.029505024990594934,0.060492006829116866,0.5,1.13,,0.03127272727272727,Satisfactory
Bengaluru,2018-06-29,0.01355210132412205,0.05273656504137011,10.26,0.06465921384781825,17.54,37.54,0.01064974182444062,0.031923469661955174,0.06918361011950953,0.54,1.32,,0.02690909090909091,Satisfactory
Bengaluru,2018-06-30,0.020805987334484743,0.07745240371563801,32.78,0.11911287414352688,38.97,26.36,0.010757314974182445,0.03557800827645509,0.041362719230172276,0.88,2.0,,0.03781818181818181,Satisfactory
Bengaluru,2018-07-01,0.021865284974093263,0.07536324256695347,24.59,0.08175261449693473,32.18,26.09,0.009574010327022377,0.03278336110066104,0.04376843085519167,2.3,5.82,,0.04218181818181818,Satisfactory
Bengaluru,2018-07-02,0.018572251007484167,0.06485842097187304,28.13,0.09844933285250632,31.9,24.06,0.009466437177280553,0.03702907507927124,0.06258730405090795,0.64,2.13,,0.03563636363636363,Satisfactory
Bengaluru,2018-07-03,0.02472078295912493,0.07376981457219407,23.02,0.0723404255319149,28.51,20.48,0.009358864027538728,0.04030741118933734,0.06219928604687257,0.66,3.0,,0.03563636363636363,Satisfactory
Bengaluru,2018-07-04,0.021174438687392057,0.08402676959031195,17.71,0.05531914893617021,23.4,22.71,0.008498278829604132,0.03482560326758746,0.055913394381499296,0.58,3.48,,0.03345454545454545,Satisfactory
Bengaluru,2018-07-05,0.023258491652274036,0.08774476824475053,17.18,0.06300036062026687,24.0,21.44,0.008820998278829605,0.034718116837749224,0.061384448238398254,0.55,3.5,,0.03418181818181818,Satisfactory
Bengaluru,2018-07-06,0.024502014968336216,0.06932001935719932,17.06,0.060764514965741076,23.64,22.71,0.009251290877796903,0.03557800827645509,0.060453205028713326,0.52,3.34,,0.03709090909090909,Satisfactory
Bengaluru,2018-07-07,0.017731721358664364,0.04563105650177638,13.94,0.06303642264695276,22.69,22.06,0.008175559380378658,0.03864137152684473,0.07263697035542449,0.5,3.18,,0.030545454545454542,Satisfactory
Bengaluru,2018-07-08,0.026102475532527345,0.04993921367279251,13.04,0.05225387666786874,19.14,22.05,0.009574010327022377,0.038050196162734445,0.06340214185938227,0.51,3.42,,0.03490909090909091,Satisfactory
Bengaluru,2018-07-09,0.024122049510650546,0.06640463628530621,20.04,0.06545257843490805,27.64,22.46,0.009466437177280553,0.04025366797441822,0.053158466552848053,0.6,3.99,,0.03781818181818181,Satisfactory
Bengaluru,2018-07-10,0.042014968336211864,0.06190762838898528,19.76,0.07324197619906239,28.01,20.65,0.009358864027538728,0.04019992475949911,0.05447772776656837,0.51,4.06,,0.03563636363636363,Satisfactory
Bengaluru,2018-07-11,0.02376511226252159,0.062497786905562826,17.69,0.058492607284529395,24.79,22.12,0.009681583476764202,0.044391895523190186,0.05622380878472761,0.44,3.75,,0.04654545454545454,Satisfactory
Bengaluru,2018-07-12,0.020333909038572254,0.060207971861241924,15.33,0.05311936530833033,20.39,21.33,0.008067986230636833,0.04616542161552103,0.0612292410367841,0.44,3.11,,0.030545454545454542,Satisfactory
Bengaluru,2018-07-13,0.018963730569948187,0.05623030345950922,12.73,0.0568698160836639,20.25,23.13,0.008390705679862307,0.03831891223733003,0.07007605152879093,0.42,3.04,,0.02836363636363636,Satisfactory
Bengaluru,2018-07-14,0.02154289004029937,0.07124393612124215,16.04,0.056978002163721606,22.41,21.52,0.008067986230636833,0.04009243832966087,0.06278131305292566,0.49,2.98,,0.03127272727272727,Satisfactory
Bengaluru,2018-07-15,0.01948186528497409,0.0745370206437449,12.09,0.04413992066354129,16.7,20.98,0.007637693631669535,0.03573923792121244,0.06596306068601583,0.33,2.35,,0.03490909090909091,Satisfactory
Bengaluru,2018-07-16,0.022763385146804836,0.0554867037286215,19.67,0.05838442120447169,25.39,21.92,0.008605851979345956,0.03928629010587413,0.051373583734285265,0.45,2.77,,0.03272727272727272,Satisfactory
Bengaluru,2018-07-17,0.01936672423719056,0.06287548835617246,10.93,0.054237288135593226,16.7,23.5,0.008820998278829605,0.04057612726393292,0.07182213254695018,0.5,3.37,,0.03345454545454545,Satisfactory
Bengaluru,2018-07-18,0.021496833621185953,0.06605054117535969,6.08,0.04976559682654166,11.96,21.62,0.008605851979345956,0.041597248347396136,0.069144808319106,0.58,3.5,,0.03127272727272727,Satisfactory
Bengaluru,2018-07-19,0.019182498560736904,0.05056478170036472,6.33,0.05780742877749729,13.91,20.52,0.009251290877796903,0.04068361369377115,0.0705416731336334,0.61,3.1,,0.03272727272727272,Satisfactory
Bengaluru,2018-07-20,0.01768566493955095,0.0492900393045572,6.5,0.057771366750811404,13.27,20.52,0.00892857142857143,0.04019992475949911,0.08672202390190904,0.49,2.74,,0.027636363636363633,Satisfactory
Bengaluru,2018-07-21,0.01989637305699482,0.06195484107031148,6.02,0.06375766318067076,13.99,20.49,0.00892857142857143,0.041221045842962316,0.08520875368617102,0.5,3.07,,0.03272727272727272,Satisfactory
Bengaluru,2018-07-22,0.021266551525618883,0.07991926631493218,5.71,0.05384060584204832,11.91,20.14,0.009143717728055079,0.04299457193529316,0.08350147446841533,0.36,2.92,,0.03345454545454545,Satisfactory
Bengaluru,2018-07-23,0.022682786413356363,0.06064468916350932,9.81,0.06736386584926074,18.1,21.94,0.009358864027538728,0.04240339657118288,0.058784727611361165,0.56,3.55,,0.03709090909090909,Satisfactory
Bengaluru,2018-07-24,0.020368451352907314,0.058968638976429066,7.46,0.058997475658131994,15.74,25.82,0.00989672977624785,0.03799645294781533,0.05339127735526928,0.56,3.67,,0.03636363636363636,Satisfactory
Bengaluru,2018-07-25,0.020103626943005184,0.05260673016772305,8.78,0.06693112152902994,19.77,23.36,0.010111876075731498,0.041221045842962316,0.04764861089554555,0.73,6.09,,0.03272727272727272,Satisfactory
Bengaluru,2018-07-26,0.02284398388025331,0.0657318555764078,12.84,0.10238009376126939,33.72,20.06,0.00892857142857143,0.0405223840490138,0.05207201614154896,0.61,3.7,,0.03709090909090909,Satisfactory
Bengaluru,2018-07-27,0.025469199769717905,0.07639011838579841,8.27,0.07879552830869095,22.7,18.75,0.008175559380378658,0.04003869511474176,0.0590175384137824,0.61,3.91,,0.03927272727272727,Satisfactory
Bengaluru,2018-07-28,0.02405296488198043,0.07596520425386258,6.85,0.06465921384781825,15.78,18.96,0.008283132530120483,0.036706615789756536,0.06278131305292566,0.38,2.97,,0.03272727272727272,Satisfactory
Bengaluru,2018-07-29,0.022959124928036846,0.06769118185144529,6.38,0.05629282365668951,14.34,20.18,0.008498278829604132,0.034933089697425694,0.06181126804283718,0.38,2.79,,0.03781818181818181,Satisfactory
Bengaluru,2018-07-30,0.026206102475532532,0.07709830860569147,15.82,0.06541651640822214,23.4,22.04,0.010434595524956972,0.0385338850970065,0.05665062858916653,0.66,3.24,,0.03636363636363636,Satisfactory
Bengaluru,2018-07-31,0.023949337938975246,0.07932910779835463,16.68,0.06851785070320954,26.45,22.48,0.008067986230636833,0.03455688719299188,0.059832376222256706,0.48,3.1,,0.03490909090909091,Satisfactory
Bengaluru,2018-08-01,0.023523316062176166,0.08075729140847229,17.54,0.08211323476379374,29.88,21.15,0.00892857142857143,0.032192185736550756,0.05665062858916653,0.55,3.09,,0.03781818181818181,Satisfactory
Bengaluru,2018-08-02,0.023684513529073116,0.08053303117217282,12.55,0.06967183555715831,24.09,20.75,0.00892857142857143,0.033696995754286016,0.05905634021418593,0.4,2.59,,0.03927272727272727,Satisfactory
Bengaluru,2018-08-03,0.026689694876223375,0.08400316324964884,17.03,0.06768842408943383,26.75,20.61,0.009681583476764202,0.034879346482506575,0.04671736768586062,1.27,3.96,,0.04218181818181818,Satisfactory
Bengaluru,2018-08-04,0.031606217616580314,0.11076095039127508,23.36,0.06783267219617743,31.52,20.08,0.009681583476764202,0.03649164293008007,0.04706658388949247,0.59,3.09,,0.04581818181818181,Satisfactory
Bengaluru,2018-08-05,0.023707541738629823,0.09561748285589508,17.45,0.05503065272268302,23.82,19.42,0.00892857142857143,0.038372655452249146,0.0521108179419525,0.4,2.68,,0.04581818181818181,Satisfactory
Bengaluru,2018-08-06,0.027023603914795625,0.07805436540254711,18.79,0.06487558600793365,26.37,19.36,0.008390705679862307,0.031869726447036055,0.05513735837342852,0.53,2.77,,0.03854545454545454,Satisfactory
Bengaluru,2018-08-07,0.020817501439263097,0.07012263493974481,18.82,0.06628200504868374,26.63,19.67,0.00871342512908778,0.03315956360509485,0.050946763929846345,0.47,2.71,,0.03854545454545454,Satisfactory
Bengaluru,2018-08-08,0.020944156591824987,0.05157985434887811,24.08,0.0722683014785431,31.6,19.55,0.009358864027538728,0.03584672435105067,0.04334161105075275,0.53,3.37,,0.03345454545454545,Satisfactory
Bengaluru,2018-08-09,0.01976971790443293,0.06478760194988373,21.68,0.06372160115398486,28.22,20.98,0.00892857142857143,0.0336432525393669,0.05292565575042681,0.56,3.4,,0.032,Satisfactory
Bengaluru,2018-08-10,0.020817501439263097,0.06979214617046138,23.38,0.060548142805625677,29.13,19.74,0.008498278829604132,0.04036115440425645,0.04555331367375446,0.54,3.42,,0.03345454545454545,Satisfactory
Bengaluru,2018-08-11,0.021232009211283823,0.05436540254712416,23.61,0.061702127659574474,28.96,19.86,0.008390705679862307,0.03455688719299188,0.04555331367375446,0.62,3.17,,0.030545454545454542,Satisfactory
Bengaluru,2018-08-12,0.012032239493379391,0.04135830884175489,16.83,0.04875586007933646,21.04,18.86,0.008283132530120483,0.03735153436878593,0.04838584510321279,0.6,2.52,,0.03127272727272727,Satisfactory
Bengaluru,2018-08-13,0.012941853770869318,0.046669735490952866,18.47,0.05513883880274072,25.47,18.9,0.008605851979345956,0.031977212876874286,0.045320502871333226,0.45,2.52,,0.02836363636363636,Satisfactory
Bengaluru,2018-08-14,0.014899251583189409,0.03740424678068529,20.8,0.061702127659574474,30.21,18.01,0.009574010327022377,0.03401945504380071,0.04272078224429613,0.53,2.73,,0.03345454545454545,Satisfactory
Bengaluru,2018-08-15,0.01748992515831894,0.0425622322155731,17.91,0.0574107464839524,26.23,19.41,0.009143717728055079,0.03407319825871983,0.04303119664752444,0.46,2.75,,0.03272727272727272,Satisfactory
Bengaluru,2018-08-16,0.014622913068508925,0.045324174073156046,14.92,0.05813198701767039,23.99,20.34,0.0073149741824440635,0.029934970709947866,0.06025919602669563,0.37,2.17,,0.027636363636363633,Satisfactory
Bengaluru,2018-08-17,0.019124928036845134,0.06149451742738099,16.77,0.05531914893617021,25.21,17.01,0.007207401032702239,0.030902348578491962,0.05509855657302499,0.41,2.41,,0.024727272727272723,Good
Bengaluru,2018-08-18,0.022947610823258493,0.07736978152331715,15.73,0.0573025604038947,24.67,17.14,0.007852839931153184,0.036276670070403604,0.0557193853794816,0.33,2.25,,0.03127272727272727,Satisfactory
Bengaluru,2018-08-19,0.01913644214162349,0.062308936180258005,13.99,0.058925351604760194,24.39,16.94,0.007422547332185886,0.03455688719299188,0.06033679962750271,0.35,2.05,,0.03272727272727272,Satisfactory
Bengaluru,2018-08-20,0.028347725964306278,0.07935271413901772,19.12,0.06675081139560043,30.67,19.27,0.007960413080895009,0.03568549470629333,0.056379015986341756,0.41,2.12,,0.02836363636363636,Satisfactory
Bengaluru,2018-08-21,0.023546344271732873,0.09132112885521049,18.5,0.06325279480706816,29.4,22.57,0.008283132530120483,0.031923469661955174,0.06351854726059288,0.44,1.74,,0.04,Satisfactory
Bengaluru,2018-08-22,0.023707541738629823,0.08713100338750987,19.51,0.06231518211323476,30.51,21.02,0.008390705679862307,0.03713656150910947,0.0629365202545398,0.38,1.78,,0.03709090909090909,Satisfactory
Bengaluru,2018-08-23,0.019723661485319517,0.06194303789997992,22.31,0.06469527587450415,32.44,21.4,0.009681583476764202,0.03928629010587413,0.05273164674840912,0.43,2.12,,0.03563636363636363,Satisfactory
Bengaluru,2018-08-24,0.02139320667818077,0.07093705369262182,22.92,0.06826541651640823,34.56,21.91,0.008820998278829605,0.04191970763691083,0.04889026850845878,0.54,2.52,,0.03490909090909091,Satisfactory
Bengaluru,2018-08-25,0.025561312607944732,0.08936180258017302,24.38,0.07071763433104941,36.32,25.09,0.00989672977624785,0.0408448433385285,0.04656216048424646,0.5,2.19,,0.03854545454545454,Satisfactory
Bengaluru,2018-08-26,0.021024755325273464,0.07064197443433305,21.34,0.06498377208799136,31.57,23.73,0.010004302925989675,0.037942709732896214,0.05114077293186403,0.29,1.83,,0.04072727272727272,Satisfactory
Bengaluru,2018-08-27,0.022682786413356363,0.0761304486385043,25.62,0.06996033177064552,36.57,24.91,0.009251290877796903,0.038050196162734445,0.04112990842775104,0.43,2.13,,0.03490909090909091,Satisfactory
Bengaluru,2018-08-28,0.025066206102475532,0.07447800479208715,20.83,0.06786873422286333,31.9,22.82,0.00871342512908778,0.034879346482506575,0.04815303430079155,0.3,2.02,,0.03636363636363636,Satisfactory
Bengaluru,2018-08-29,0.023442717328727693,0.05771750292128465,16.42,0.06639019112874145,30.96,21.16,0.009358864027538728,0.03724404793894771,0.040780692224119196,0.48,2.93,,0.03927272727272727,Satisfactory
Bengaluru,2018-08-30,0.026678180771445018,0.0779599400398947,22.69,0.06458708979444647,32.55,19.65,0.008498278829604132,0.04057612726393292,0.04493248486729784,0.32,2.43,,0.03927272727272727,Satisfactory
Bengaluru,2018-08-31,0.02254461715601612,0.067278070889841,24.42,0.08597187161918501,38.66,24.71,0.00892857142857143,0.03939377653571236,0.04656216048424646,0.33,2.33,,0.03636363636363636,Satisfactory
Bengaluru,2018-09-01,0.027012089810017275,0.09254865856969181,18.31,0.06761630003606205,29.17,22.74,0.008605851979345956,0.03891008760144031,0.059405556417817786,0.29,2.03,,0.03927272727272727,Satisfactory
Bengaluru,2018-09-02,0.024962579159470352,0.08146548162836537,16.09,0.06285611251352327,26.12,19.52,0.008175559380378658,0.044553125167947544,0.06918361011950953,0.27,2.0,,0.03781818181818181,Satisfactory
Bengaluru,2018-09-03,0.02867012089810017,0.08617494659065424,24.51,0.07522538766678688,36.16,18.8,0.009358864027538728,0.04648788090503573,0.06549743908117336,0.33,2.25,,0.03563636363636363,Satisfactory
Bengaluru,2018-09-04,0.03755900978698907,0.0954168289602587,21.82,0.09383339343671115,37.81,21.32,0.009789156626506026,0.046326651260278386,0.07073568213565108,0.97,3.29,,0.04509090909090909,Satisfactory
Bengaluru,2018-09-05,0.028969487622337364,0.0907191671683014,19.25,0.07591056617381897,31.97,20.18,0.009143717728055079,0.041274789057881435,0.07069688033524756,0.31,2.47,,0.04654545454545454,Satisfactory
Bengaluru,2018-09-06,0.028842832469775478,0.08425102982661142,20.52,0.07717273710782546,33.3,19.48,0.008605851979345956,0.045789219111087215,0.06898960111749185,0.31,2.16,,0.03781818181818181,Satisfactory
Bengaluru,2018-09-07,0.03113413932066782,0.07808977491354177,20.06,0.0735665344392355,32.1,19.09,0.008498278829604132,0.044391895523190186,0.0650318174763309,0.35,2.18,,0.04072727272727272,Satisfactory
Bengaluru,2018-09-08,0.020909614277489927,0.05579358615724184,9.29,0.06992426974395961,23.04,18.31,0.008067986230636833,0.04068361369377115,0.0665450876920689,0.18,1.77,,0.03563636363636363,Satisfactory
Bengaluru,2018-09-09,0.021773172135866437,0.06666430603260035,9.72,0.08557518932564011,25.42,19.12,0.008820998278829605,0.04105981619820497,0.09060220394226291,0.23,1.83,,0.03636363636363636,Satisfactory
Bengaluru,2018-09-10,0.03217040875071964,0.0853841341784403,8.51,0.10677966101694916,28.16,23.38,0.010327022375215147,0.041382275487719666,0.08392829427285425,0.36,2.42,,0.042909090909090904,Satisfactory
Bengaluru,2018-09-11,0.034749568221070816,0.09357553438853673,12.1,0.1253876667868734,35.58,24.82,0.010219449225473323,0.03729779115386682,0.12792953593046716,0.46,3.12,,0.055272727272727265,Satisfactory
Bengaluru,2018-09-12,0.027990788716177318,0.08631658463463285,16.57,0.1404976559682654,42.15,22.64,0.010327022375215147,0.039931208684903526,0.13083967096073257,0.39,2.72,,0.055999999999999994,Satisfactory
Bengaluru,2018-09-13,0.03417386298215314,0.08979851988244042,14.04,0.1399927875946628,39.47,26.39,0.01064974182444062,0.044391895523190186,0.08466552848052149,0.43,2.93,,0.05381818181818182,Satisfactory
Bengaluru,2018-09-14,0.031732872769142204,0.09019982767371314,14.95,0.15182113234763794,42.26,30.61,0.010542168674698796,0.0405223840490138,0.12478659009778054,0.43,2.77,,0.05818181818181818,Satisfactory
Bengaluru,2018-09-15,0.02756476683937824,0.066121360197349,15.31,0.1446808510638298,41.69,26.97,0.010219449225473323,0.04003869511474176,0.09812975322054943,0.35,3.2,,0.04581818181818181,Satisfactory
Bengaluru,2018-09-16,0.027944732297063905,0.06510628754883561,26.3,0.1295347998557519,46.22,25.87,0.010327022375215147,0.044338152308271074,0.07632314139376066,0.42,3.32,,0.042909090909090904,Satisfactory
Bengaluru,2018-09-17,0.021727115716753023,0.0583548741191884,23.91,0.11013342949873783,41.59,23.55,0.00892857142857143,0.04224216692642553,0.04582492627657923,0.39,2.78,,0.04363636363636363,Satisfactory
Bengaluru,2018-09-18,0.022682786413356363,0.07544586475927433,17.97,0.08773891092679409,32.53,23.56,0.008175559380378658,0.0388563443865212,0.051955610740338345,0.41,2.25,,0.03709090909090909,Satisfactory
Bengaluru,2018-09-19,0.023085780080598736,0.08140646577670761,12.96,0.08362783988460153,28.88,20.72,0.008175559380378658,0.04197345085182995,0.06549743908117336,0.33,1.75,,0.03709090909090909,Satisfactory
Bengaluru,2018-09-20,0.029234312032239494,0.0878982094590607,28.53,0.15106382978723404,54.46,20.6,0.009574010327022377,0.03874885795668296,0.07240415955300326,1.01,3.09,,0.04727272727272727,Satisfactory
Bengaluru,2018-09-21,0.030616004605641914,0.0957827272405368,15.97,0.12033898305084748,37.62,21.57,0.008605851979345956,0.036652872574837424,0.07411143877075896,0.56,2.33,,0.05309090909090909,Satisfactory
Bengaluru,2018-09-22,0.02796776050662061,0.09531060042727475,21.53,0.10948431301839165,40.33,20.87,0.00892857142857143,0.0388563443865212,0.08466552848052149,0.72,2.77,,0.04581818181818181,Satisfactory
Bengaluru,2018-09-23,0.03532527345998849,0.08835853310199118,13.19,0.1374323836999639,39.6,24.26,0.009143717728055079,0.038103939377653565,0.10395002328108023,0.56,2.49,,0.05309090909090909,Satisfactory
Bengaluru,2018-09-24,0.02583765112262522,0.06602693483469659,16.43,0.12618103137396322,37.99,22.95,0.010004302925989675,0.03595421078088891,0.1159397796057737,0.71,2.62,,0.05163636363636363,Satisfactory
Bengaluru,2018-09-25,0.030627518710420267,0.07443079211076094,19.45,0.14771006130544537,45.05,20.27,0.01064974182444062,0.036437899715160954,0.08742045630917274,1.01,3.04,,0.04654545454545454,Satisfactory
Bengaluru,2018-09-26,0.035797351755900986,0.09027064669570245,12.51,0.10256040389469889,32.14,17.5,0.009358864027538728,0.036276670070403604,0.09056340214185939,0.95,2.57,,0.05163636363636363,Satisfactory
Bengaluru,2018-09-27,0.03348301669545193,0.08505364540915689,13.98,0.11153984853948794,37.06,14.07,0.010111876075731498,0.035363035416778626,0.080164519633711,1.03,2.73,,0.048,Satisfactory
Bengaluru,2018-09-28,0.030166954519286127,0.0914863732398522,13.23,0.099639379733141,34.42,15.1,0.008605851979345956,0.03294459074541838,0.057620673599255,0.53,2.04,,0.04654545454545454,Satisfactory
Bengaluru,2018-09-29,0.01979274611398964,0.07554029012192674,13.34,0.09253516047601877,33.62,13.5,0.008498278829604132,0.03251464502606545,0.04846344870401986,0.47,1.68,,0.04436363636363636,Satisfactory
Bengaluru,2018-09-30,0.02892343120322395,0.07393505895683579,13.1,0.08492607284529391,31.12,15.14,0.00871342512908778,0.030418659644219914,0.062470898649697335,0.4,1.53,,0.04072727272727272,Satisfactory
Bengaluru,2018-10-01,0.024697754749568222,0.07840846051249364,14.5,0.09203029210241617,34.21,14.76,0.009358864027538728,0.035363035416778626,0.0734518081638988,0.31,1.44,,0.04945454545454545,Satisfactory
Bengaluru,2018-10-02,0.016522740356937248,0.06091616208113499,11.08,0.07089794446447892,26.83,13.69,0.007960413080895009,0.03412694147363895,0.06165606084122303,0.23,1.19,,0.03854545454545454,Satisfactory
Bengaluru,2018-10-03,0.017282671272308578,0.061872218877990624,12.05,0.07482870537324199,27.91,13.57,0.008175559380378658,0.0336432525393669,0.06289771845413626,0.18,1.04,,0.03709090909090909,Satisfactory
Bengaluru,2018-10-04,0.024536557282671272,0.055144411789006524,16.7,0.07811034980165887,32.94,13.65,0.008605851979345956,0.034986832912344806,0.034494800558745924,0.32,1.3,,0.03709090909090909,Satisfactory
Bengaluru,2018-10-05,0.01592400690846287,0.04748415424382989,15.24,0.0701767039307609,29.23,14.61,0.008390705679862307,0.03735153436878593,0.045320502871333226,0.25,1.18,,0.03490909090909091,Satisfactory
Bengaluru,2018-10-06,0.01593552101324122,0.049360858326546506,14.33,0.07151099891813921,29.19,12.98,0.008390705679862307,0.034986832912344806,0.040703088623312116,0.32,1.3,,0.030545454545454542,Satisfactory
